-3.099890146201408347e-01,2.609753788034319903e-03
-2.599907864556019188e-01,2.188825757706203481e-03
-2.099925582910630584e-01,1.767897727378087277e-03
-1.599943301265241979e-01,1.346969697049970856e-03
-1.099961019619853098e-01,9.260416667218543266e-04
-5.999787379744642851e-02,5.051136363937379055e-04
-9.999645632907554205e-03,8.418560606562141668e-05
3.999858253163132704e-02,-3.367424242624950451e-04
8.999681069617020135e-02,-7.576704545906114661e-04
1.399950388607090757e-01,-1.178598484918727887e-03
1.899932670252479638e-01,-1.599526515246844308e-03
2.399914951897868243e-01,-2.020454545574960729e-03
2.899897233543257125e-01,-2.441382575903077150e-03
3.399879515188645729e-01,-2.862310606231193572e-03
3.899861796834034888e-01,-3.283238636559309993e-03
4.399844078479423493e-01,-3.704166666887426414e-03
4.899826360124812097e-01,-4.125094697215543268e-03
5.399808641770200701e-01,-4.546022727543659256e-03
5.899790923415589861e-01,-4.966950757871776111e-03
6.399773205060979020e-01,-5.387878788199892098e-03
6.899755486706367069e-01,-5.808806818528008953e-03
7.399737768351754008e-01,-6.229734848856123205e-03
7.899720049997144278e-01,-6.650662879184241795e-03
8.399702331642535658e-01,-7.071590909512360384e-03
8.899684613287922597e-01,-7.492518939840474637e-03
9.399666894933308425e-01,-7.913446970168588890e-03
9.899649176578699805e-01,-8.334375000496708347e-03
1.039963145822409007e+00,-8.755303030824826069e-03
1.089961373986947812e+00,-9.176231061152940321e-03
1.139959602151486395e+00,-9.597159091481054574e-03
1.189957830316025422e+00,-1.001808712180917403e-02
1.239956058480564671e+00,-1.043901515213729175e-02
1.289954286645103254e+00,-1.085994318246540601e-02
1.339952514809641837e+00,-1.128087121279352026e-02
1.389950742974181086e+00,-1.170179924312163972e-02
1.439948971138720113e+00,-1.212272727344975744e-02
1.489947199303258696e+00,-1.254365530377787169e-02
1.539945427467797501e+00,-1.296458333410598594e-02
1.589943655632336528e+00,-1.338551136443410540e-02
1.639941883796875555e+00,-1.380643939476222312e-02
1.689940111961414360e+00,-1.422736742509033737e-02
1.739938340125952942e+00,-1.464829545541845163e-02
1.789936568290491969e+00,-1.506922348574657108e-02
1.839934796455031218e+00,-1.549015151607468881e-02
1.889933024619569801e+00,-1.591107954640280306e-02
